pf_id,smiles,hfu_p_mod,hfu_p_num,measure_comm,hbp_mod,hbp_num,blood2plasm_comm
PF-03430574,N1C[C@@H]2C[C@H](C1)c4c2cc3nccnc3c4,,,,,,
PF-03436659,N2([C@H](C(=O)N[C@H](C(=O)C(=O)NC1CC1)CCC)[C@@H]3[C@H](C2)CCC3)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c4cnccn4)C5CCCCC5)C(C)(C)C,,,,,,
PF-03442961,Fc1c(cccc1)[C@H](N3CCc2sc(cc2C3)OC(=O)C)C(=O)C4CC4,,,,,,
PF-03511221,[n+]1(c(cccc1)C=NO)C,,,,,,
PF-03609190,Clc1cc2c(cc1)CCNC[C@@H]2C,,,,,,
PF-03730648,Clc1csc(c1)-c2nc(sc2N3CCN(CC3)C4CCCCC4)NC(=O)c5cnc(c(c5)Cl)N6CCC(CC6)C(=O)O,,,,,,
PF-03732988,Clc3cc1c([nH]c2c1ccc(c2)[C@H](C)C(=O)O)cc3,,,,,,
PF-04073583,N#CC5=C([C@H]1O[C@]41[C@@]([C@@H]3[C@H]([C@H]2[C@@]([C@H](CC2)O)(CC3)C)CC4)(C5)C)O,,,,,,
PF-04087752,[C@@]41([C@H](N(C(=O)O1)CCCCn2cc(nc2)-c3cnccc3)[C@H](C(=O)[C@@H](C[C@]([C@@H]([C@H](C(=O)[C@H](C(=O)O[C@@H]4CC)C)C)O[C@H]5[C@@H]([C@H](C[C@H](O5)C)N(C)C)O)(OC)C)C)C)C,,,,,,
PF-04087758,N21C[C@H](C(CC1)CC2)N5C[C@H]3CCCc4c3c(ccc4)C5=O,,,,,,
PF-04087763,O1COc2c1cc(cc2)\C=C\[C@H](O)C(C)(C)C,,,,,,
PF-04087772,Clc1ccc(cc1)C[C@](O)(c2ccc(cc2)OCCN(CC)CC)c3ccc(cc3)C,,,,,,
PF-04087773,N1([C@@H]2[C@@H](C[C@H]1C(=O)O)CCCC2)C(=O)[C@@H](N[C@@H](CCc3ccccc3)C(=O)OCC)C,,,,,,
PF-04119294,N1(C[C@@H]([C@@](CC1)(C)c2cc(ccc2)O)C)C[C@H](Cc3ccccc3)C(=O)NCC(=O)O,,,,,,
PF-04122714,N1[C@H](CCCC1)[C@@H](c2ccccc2)C(=O)OC,,,,,,
PF-04131598,FC(F)(F)c1nc3c(c(c1)[C@H](O)[C@@H]2NCCCC2)cccc3C(F)(F)F,,,,,,
PF-04217801,O[C@]4([C@@]3([C@H]([C@H]2[C@@H]([C@]1(CCC(=O)C=C1CC2)C)[C@H](C3)O)CC4)C)C(=O)COC(=O)CCC5CCCC5,,,,,,
PF-04269440,Fc1c(cccc1Cc2c(cc3c(c2)C(=O)C(=CN3[C@H](CO)C(C)C)C(=O)O)OC)Cl,,,,,,
PF-04270616,Clc1c2c(c(cc1OC)OC)C(=O)[C@@]3(O2)[C@H](CC(=O)C=C3OC)C,,,,,,
PF-04275592,s1c(nc(c1)CC(=O)Nc2ccc(cc2)CCNC[C@H](O)c3ccccc3)N,,,,=,1.33,% Recovery out of +/-30% range at T3 only
PF-04440269,N([C@@H]1[C@H](CC(=C[C@H]1OC(CC)CC)C(=O)OCC)N)C(=O)C,,,,,,
PF-04440270,S1[C@@H](O[C@@]2(C1)CN3CCC2CC3)C,,,,,,
PF-04440702,O2C([C@H]1[C@@H](CC(=O)CC1)c3c2cc(cc3O)C(CCCCCC)(C)C)(C)C,,,,,,
PF-04440810,O7[C@@]5([C@@]4([C@H]([C@H]2[C@@H]([C@]1(CCC(=O)C=C1[C@H]3[C@@H]2C3)C)CC4)[C@H]6[C@@H]5C6)C)CCC7=O,,,,,,
PF-04448885,N([C@H](COC)C(=O)NCc1ccccc1)C(=O)C,,,,,,
PF-04449913,[nH]1c(nc2c1cccc2)[C@@H]3N(CC[C@H](C3)NC(=O)Nc4ccc(cc4)C#N)C,,,,,,
PF-04473913,Clc1ccc(cc1)CCCOCCCN2CCCCC2,,,,,,
PF-04571508,Clc1c(c(ccc1)C)NC(=O)c2sc(nc2)Nc3nc(nc(c3)N4CCN(CC4)CCO)C,,,,,,
PF-04586491,N1([C@@H]([C@@H]2[C@H](C1)C2(C)C)C(=O)N[C@H](CC3CCC3)C(=O)C(=O)N)C(=O)[C@@H](NC(=O)NC(C)(C)C)C(C)(C)C,,,,,,
PF-04652577,n1(nc(c2c1C(=O)N(CC2)c3ccc(cc3)N4CCCCC4=O)C(=O)N)-c5ccc(cc5)OC,,,,,,
PF-04732403,Clc1c(cc(cc1)[C@@H]2O[C@@H]([C@H]([C@@H]([C@H]2O)O)O)CO)Cc3ccc(cc3)O[C@@H]4COCC4,,,,,,
PF-04746628,N(c1nc(ccn1)Nc2c(cc(cc2C)/C=C/C#N)C)c3ccc(cc3)C#N,,,,,,
PF-04767949,Clc1ccc(cc1)CCC2N(CCc3c2cc(c(c3)OC)OC)C,,,,,,
PF-04769725,N(C(C)C(=O)c1ccccc1)(CC)CC,,,,,,
PF-04798310,N2(c1c(cccc1)[C@@H](Cc3c2cccc3)OC(=O)C)C(=O)N,,,,,,
PF-04971729,Clc1c(cc(cc1)[C@@]32O[C@]([C@H]([C@@H]([C@H]2O)O)O)(CO3)CO)Cc4ccc(cc4)OCC,,,,,,
PF-04982742,FC(F)(F)c1ncc(cc1)CNc2ncc(cc2)Cc3c[nH]c4ncc(cc43)Cl,,,,,,
PF-04987349,O[C@H]3CCC(=C)/C(=C\C=C/2\[C@H]1[C@@]([C@H](CC1)[C@@H](CCCC(C)C)C)(CCC2)C)/C3,,,,,,
PF-04997004,S(=O)(=O)(NC(C)(C)C)c1cc(ccc1)Nc2nc(ncc2C)Nc3ccc(cc3)OCCN4CCCC4,,,,,,
PF-05012604,N([C@@H]1CCc2c1cccc2)CC#C,,,,,,
PF-05014977,S1[C@H]2N([C@@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)C(c3ccccc3)C(=O)Oc4cc5c(cc4)CCC5,,,,,,
PF-05015628,N1(C[C@@H](CCC1)N)C2=CC(=O)N(C(=O)N2Cc3c(cccc3)C#N)C,,,,,,
PF-05022372,n1(nc(c2c1ncnc2N)-c3ccc(cc3)Oc4ccccc4)[C@@H]5CN(CCC5)C(=O)C=C,,,,,,
PF-05040013,FC(F)(F)c1c(ncc(c1)N3C(=S)N(C2(CCC2)C3=O)c4cc(c(cc4)C(=O)NC)F)C#N,,,,,,
PF-05079996,n1(ncc(c1)-c2ncnc3[nH]ccc32)[C@@H](C4CCCC4)CC#N,,,,=,2.4,
PF-05087573,O=C(N1CCC[C@H]1c2nc(c[nH]2)-c3ccc(cc3)-c4ccc(cc4)-c5[nH]c(nc5)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)C(C)C)[C@H](C(C)C)NC(=O)OC,,,,,,
PF-05165057,N1(C(CCCC1)CCc2c(cccc2)NC(=O)c3ccc(cc3)OC)C,,,,,,
PF-05166420,N2(CCc1c(cc(c(c1)OC)OC)CC2=O)CCCN(C[C@H]3Cc4c3cc(c(c4)OC)OC)C,,,,,,
PF-05166423,FC(F)(F)c1cc(cc(c1)NC(=O)c2cc(c(cc2)C)Nc3nc(ccn3)-c4cnccc4)-n5cnc(c5)C,,,,,,
PF-05166427,N(CC)(CC)C(=O)[C@@]1([C@H](C1)CN)c2ccccc2,,,,,,
PF-05182193,Clc1cnc(cc1)N3[C@H](c2nccnc2C3=O)OC(=O)N4CCN(CC4)C,,,,,,
PF-05205049,O1C([C@H]3[C@H](c2c1cc(cc2O)CCCCC)C=C(CC3)C)(C)C,,,,,,
PF-05208746,N(=C/5\[C@@H]([C@H](O[C@]4(O[C@H]2C[C@H](OC(=O)[C@H]3[C@]1([C@H](OCC1=CC=C[C@@H](CC(=CC2)C)C)[C@@H](C(=C3)C)O)O)C4)C5)/C(=C/C(C)C)/C)C)/OC,,,,,,
PF-05208763,Clc1c(cc(c(c1)Cl)OC)Nc2c3c(ncc2C#N)cc(c(c3)OC)OCCCN4CCN(CC4)C,,,,=,1.166666667,
PF-05208767,Clc1c(ccc(c1)Nc2c3c(ncc2C#N)cc(c(c3)NC(=O)\C=C\CN(C)C)OCC)OCc4ncccc4,,,Poor StabilityPoor Stability,=,0.865649893,
PF-05236347,Cl\C=C\[C@](O)(CC)C#C,,,,,,
PF-05236803,[N@+]5([C@H]3[C@]4([C@@]1([C@@H](Oc2c1c(ccc2O)C3)C(=O)CC4)CC5)O)(CC6CC6)C,,,,=,0.57,
PF-05237359,N1[C@H](CCCC1)[C@H](c2ccccc2)C(=O)OC,,,,,,
PF-05237362,N1C[C@H](C(=O)C(C1=O)(CC)CC)C,,,,,,
PF-05239798,N1C(=O)NC(=O)C(C1=O)([C@H](CC)C)CC=C,,,,,,
PF-05240706,Fc1c(nc(nc1)Nc2cc(c(c(c2)OC)OC)OC)Nc3nc4c(cc3)OC(C(=O)N4COP(=O)(O)O)(C)C,,,,,,
PF-05279959,Fc2cc1onc(c1cc2)C3CCN(CC3)CCC5=C(N=C4N(CCC[C@@H]4O)C5=O)C,,,,,,
PF-05281093,N1(CCCCC1)CCC(O)(C2C3CC(C2)C=C3)c4ccccc4,,,,,,
PF-05312204,N([C@@H]([C@@H](O)c1ccc(cc1)O)C)CCc2ccc(cc2)O,,,,,,
PF-05331353,S(=O)(=O)(Nc3cc1c(oc(c1C(=O)c2ccc(cc2)OCCCN(CCCC)CCCC)CCCC)cc3)C,,,,,,
PF-05588163,N[C@H]1[C@H](O[C@H]([C@H]([C@@H]1O)O)CN)O[C@@H]2[C@H](O[C@H]([C@@H]2O)O[C@H]3[C@@H]([C@H](C[C@H]([C@@H]3O)N)N)O[C@H]4O[C@@H]([C@H]([C@@H]([C@H]4N)O)O)CN)CO,,,,,,
PF-05610119,S(=O)(=O)(NC1=NC(=O)N(C=C1)CC)c2ccc(cc2)N,,,,,,
PF-05667708,[N+](CCOP(=O)([O-])OCCCCCCCCCCCCCCCC)(C)(C)C,,,,,,
PF-05768567,Fc1cc(cc(c1)Cc6cc2c([nH]nc2NC(=O)c3c(cc(cc3)N4CCN(CC4)C)NC5CCOCC5)cc6)F,,,,,,
PF-05785875,O2[C@H]1[C@H](OC[C@@H]1O)[C@@H](C2)O,,,,,,
PF-06182625,S(=O)(=O)(Oc1cc4c(cc1)[C@@H]2[C@H]([C@H]3[C@](CC2)(C(=O)CC3)C)CC4)O,,,,,,
PF-06193118,N(=C/4\CC[C@@H]3[C@@H]2[C@H]([C@H]1[C@@]([C@](CC1)(OC(=O)C)C#C)(CC2)CC)CCC3=C4)\O,,,,,,
PF-06220973,O[C@H]3C[C@@H](C(=C)/C(=C\C=C/2\[C@H]1[C@@]([C@H](CC1)[C@@H](CCCC(O)(C)C)C)(CCC2)C)/C3)O,,,,,,
PF-06224848,Clc1c2c(ccc1Cl)N=C3N(C2)CC(=O)N3,,,,,,
PF-06241316,O([C@@H]4[C@@]3([C@H]([C@H]2[C@@H]([C@]1(CCC(=O)C=C1CC2)C)CC3)CC4)C)C(=O)CCCCCCCCCC,,,,,,
PF-06242283,[P@@](=O)(O[C@H](OC(=O)CC)C(C)C)(CCCCc1ccccc1)CC(=O)N2[C@@H](C[C@H](C2)C3CCCCC3)C(=O)O,,,,,,
PF-06256390,Clc1c(nc(nc1)Nc2c(cc(cc2)N3CCC(CC3)N4CCN(CC4)C)OC)Nc5c(cccc5)P(=O)(C)C,,,,,,
PF-06263877,Fc1c(nc2c(c1)C(=O)C(=CN2C3CC3)C(=O)O)N4C[C@H](\C(=N\OC)\C4)CN,,,,,,
PF-06263993,FC(F)(F)COc1c(c(ncc1)C[S@@](=O)c2[nH]c3c(n2)cccc3)C,,,,,,
PF-06264004,Clc1ccc(cc1)[C@@H]2CC[C@@H](CC2)C4=C(C(=O)c3c(cccc3)C4=O)O,,,,=,0.619,
PF-06264006,s1c(nc(c1)\C(=C\CC(=O)O)\C(=O)N[C@H]3[C@H]2SCC=C(N2C3=O)C(=O)O)N,,,,,,
PF-06286719,Clc1ccc(cc1)-c2nc3c(o2)ccc(c3)[C@H](C)C(=O)O,,,,,,
PF-06287731,[N+]1(C[C@@H](CC1)OC(=O)[C@](O)(C2CCCC2)c3ccccc3)(C)C,,,,,,
PF-06291826,Clc1cc(cc(c1)-c2nc3c(o2)cc(cc3)C(=O)O)Cl,,,,,,
PF-06369820,Clc1cc/3c(c(c1)[C@H](O)CN(CCCC)CCCC)-c2c(cc(cc2)Cl)\C3=C\c4ccc(cc4)Cl,,,,,,
PF-06376026,Fc1c(ccc(c1C(=O)c2c[nH]c3ncc(cc32)-c4ccc(cc4)Cl)F)NS(=O)(=O)CCC,,,,,,
PF-06426745,O[C@H]3CCC(=C)/C(=C\C=C/2\[C@H]1[C@@]([C@H](CC1)[C@@H](CCCC(O)(C)C)C)(CCC2)C)/C3,,,,,,
PF-06438824,n1(nc(nc1-c2c(cccc2)O)-c3c(cccc3)O)-c4ccc(cc4)C(=O)O,,,,,,
PF-06456084,N#CC[C@]4([C@@]3([C@H]([C@@H]2CCC1=CC(=O)CCC1=C2CC3)CC4)C)O,,,,,,
PF-06553797,Fc1ccc(cc1)OCCCN2CC(C(CC2)NC(=O)c3c(cc(c(c3)Cl)N)OC)OC,,,,,,
PF-06615419,S2c1c(cccc1)N(c3c2cccc3)C[C@@H]4CN(CCC4)C,,,,,,
PF-06684187,N1(C=C(C=C(C1=O)c2c(cccc2)C#N)c3ncccc3)c4ccccc4,,,,,,
PF-06700173,Clc1c(ccc(c1)Oc2c3c(ncc2)cc(c(c3)C(=O)N)OC)NC(=O)NC4CC4,,,,,,
PF-06700183,FC(F)(F)c1c(ccc(c1)NC(=O)c2cc(c(cc2)C)C#Cc4n3ncccc3nc4)CN5CCN(CC5)C,,,,,,
PF-06700198,N(CCCC31CCC(c2c1cccc2)c4c3cccc4)C,,,,,,
PF-06700206,FC1=CN(C(=O)N=C1N)[C@H]2O[C@H](SC2)CO,,,,,,
PF-06700219,n1(c(nc2c1ccc(c2)C(=O)N(CCC(=O)OCC)c3ncccc3)CNc4ccc(cc4)/C(=N\C(=O)OCCCCCC)/N)C,,,,,,
PF-06700528,Fc2nc1n(cnc1c(n2)N)[C@@H]3O[C@@H]([C@H]([C@@H]3O)O)COP(=O)(O)O,,,,,,
PF-06700532,n1(cnc2c1NC(=NC2=O)N)[C@H]3C[C@@H]([C@H](C3=C)CO)O,,,,,,
PF-06700533,Fc1c(ccc(c1)F)[C@@]2(OC[C@H](C2)COc3ccc(cc3)N4CCN(CC4)c5ccc(cc5)N6C=NN(C6=O)[C@H]([C@@H](O)C)CC)Cn7ncnc7,,,,,,
PF-06700534,FC(F)(F)c1cc(ccc1)CCCN[C@H](C)c2c3c(ccc2)cccc3,,,,,,
PF-06700543,s1c(nc(c1)/C(=N/OC)/C(=O)N[C@H]3[C@H]2SCC(=C(N2C3=O)C(=O)OCOC(=O)C(C)(C)C)/C=C\c4scnc4C)N,,,,,,
PF-06700564,N1([C@@H]2C[C@H](C[C@H]1CC2)OC(=O)[C@@H](CO)c3ccccc3)C,,,,,,
PF-06700569,N2(Cc1c(cccc1N)C2=O)[C@@H]3CCC(=O)NC3=O,,,,,,
PF-06708359,Fc1c(c(ccc1)F)S(=O)(=O)Nc2c(c(ccc2)-c3nc(sc3-c4nc(ncc4)N)C(C)(C)C)F,,,,,,
PF-06708362,[B]1(O[C@@](CC(=O)O1)(CC(=O)O)C(=O)O)[C@@H](NC(=O)CNC(=O)c2c(ccc(c2)Cl)Cl)CC(C)C,,,,,,
PF-06719696,n1(c4c(c(c1)-c2nc(ncc2)Nc3c(cc(c(c3)NC(=O)C=C)N(CCN(C)C)C)OC)cccc4)C,,,Poor StabilityPoor StabilityPoor Stability,,,% Recovery out of  +/-30% range
PF-06730011,c1(ccc(cc1)C2=C(CCC(C2)(C)C)CN3CCN(CC3)c4ccc(c(c4)Oc5cnc6c(c5)cc[nH]6)C(=O)NS(=O)(=O)c7ccc(c(c7)[N+](=O)[O-])NCC8CCOCC8)Cl,,,,,,
PF-06731050,[nH]1c3c(c2c1CC[C@H](C2)NC)cc(cc3)C(=N)O,,,,,,
PF-06731076,O[C@H]3C[C@@H](CC(=C\C=C/2\[C@H]1[C@@]([C@H](CC1)[C@H](C)/C=C/[C@@H](C(O)(C)C)C)(CCC2)C)C3)O,,,,,,
PF-06734032,Clc1c2c(ccc1)C=C(N(C2=O)c3ccccc3)[C@@H](Nc4ncnc5nc[nH]c54)C,,,,,,
PF-06755026,n1cc(ccc1)C4=CC[C@H]5[C@H]3[C@@H]([C@]2(CC[C@@H](CC2=CC3)OC(=O)C)C)CC[C@@]54C,,,,,,
PF-06780604,N2([C@@H]1[C@@H](C1)C[C@H]2C#N)C(=O)[C@@H](N)C53CC4(CC(C3)CC(C4)C5)O,,,,,,
PF-06780707,n2(c1nc(nc(c1nc2)O)N)COC(COC(=O)[C@@H](N)C(C)C)CO,,,,,,
PF-06780708,FC(F)(F)COc1c(cccc1)OCCN[C@@H](Cc2cc3c(c(c2)C(=O)N)N(CC3)CCCO)C,,,,,,
PF-06780710,S(=O)(=O)(NC(=O)COCCCCN(C(C)C)c1nc(c(nc1)-c2ccccc2)-c3ccccc3)C,,,,,,
PF-06780731,S(=O)(=O)(N(C[C@@H](O)[C@@H](NC(=O)O[C@@H]1[C@H]2[C@@H](OC1)OCC2)Cc3ccccc3)CC(C)C)c4ccc(cc4)N,,,,,,
PF-06785690,Fc1c(cccc1)Cn2nc(c3c2nccc3)-c4nc(c(c(n4)N)N(C)C(=O)OC)N,,,,,,
PF-06785702,P(=O)(OCOC(=O)OC(C)C)(OCOC(=O)OC(C)C)CO[C@@H](Cn2c1ncnc(c1nc2)N)C,,,,,,
PF-06785712,s1c(nc(c1)CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@@H](NC(=O)OCc3scnc3)Cc4ccccc4)Cc5ccccc5)C(C)C,,,,,,
PF-06786685,N([C@@H]1[C@H]([C@@H](O[C@@H](C1)C)O[C@@H]3[C@H]([C@@H]([C@H](C(=O)O[C@@H]([C@@H]([C@@H]([C@H](C(=O)[C@@]2(OC2)C[C@@H]3C)C)OC(=O)C)C)C)C)O[C@@H]4O[C@H]([C@@H]([C@H](C4)OC)OC(=O)C)C)C)OC(=O)C)(C)C,,,,,,
PF-06786723,N2(C(=O)c1c(cccc1N)C2=O)[C@@H]3CCC(=O)NC3=O,,,,,,
PF-06786780,N[C@@H]([C@H](O)c1cc(c(cc1)O)O)C(=O)O,,,,,,
PF-06824408,FC(F)(F)c1cc(cc(c1)C(C)(C)C(=O)N(C)c2cnc(cc2-c3c(cccc3)C)N4CCN(CC4)C)C(F)(F)F,,,,,,
PF-06831112,FC(F)(F)c1cc(cc(c1)-c2nn(cn2)/C=C\C(=O)NNc3nccnc3)C(F)(F)F,,,,,,
PF-06838911,Fc1c(c(cc(c1)F)F)C(=O)Nc2nc(ccc2)C(=O)C3CCN(CC3)C,,,,,,
PF-06843727,Clc1c(cccc1N2CCN(CC2)CC[C@@H]3CC[C@H](CC3)NC(=O)N(C)C)Cl,,,,,,
PF-06852501,O[C@H]3C[C@@H](C(=C)/C(=C\C=C/2\[C@H]1[C@@]([C@H](CC1)[C@H](C)/C=C/[C@@H](C(C)C)C)(CCC2)C)/C3)O,,,,,,
PF-06878033,n1(c(nc2c1C(=O)N(C(=O)N2CC)CC)/C=C/c3cc(c(cc3)OC)OC)C,,,,,,
PF-06916990,s5c1c(c(ccc1)N2CCN(CC2)CCCCOc3cc4c(cc3)C=CC(=O)N4)cc5,,,,,,
PF-06950293,S(=O)(=O)(Nc4cc1c(cc(cc1)-c2c(c(cc(c2)N3C=CC(=O)NC3=O)C(C)(C)C)OC)cc4)C,,,,,,
PF-06952299,N1(CCCC1)C[C@@H](NC(=O)CCCCCCC)[C@H](O)c2cc3c(cc2)OCCO3,,,,,,
PF-06959637,S(=O)(=O)(NC(=O)[C@@]65NC(=O)[C@H]1[C@@H](C[C@@H](C1)Oc2c4c(nc(c2)-c3scc(n3)C(C)C)c(c(cc4)OC)C)C(=O)N(CCCCC=C[C@@H]5C6)C)C7CC7,,,,,,
PF-06969289,S([C@H]1[C@@H](C[C@@H](CC1)N)O)CC(=O)O[C@H]2[C@]3([C@H]4[C@@]([C@H]([C@@H]([C@](C2)(C)C=C)O)C)(CC[C@H]3C)CCC4=O)C,,,,,,
PF-06971607,[N+](=O)([O-])c1nc2n(c1)C[C@@H](CO2)OCc3ccc(cc3)OC(F)(F)F,,,,,,
PF-06971646,Brc5cc1c(nc(c(c1)[C@H]([C@@](O)(CCN(C)C)c2c3c(ccc2)cccc3)c4ccccc4)OC)cc5,,,,,,
PF-07052400,O([C@]4([C@@]3([C@H]([C@H]2[C@@H]([C@]1(CCC(=O)C=C1C(=C2)C)C)CC3)CC4)C)C(=O)C)C(=O)C,,,,,,
PF-07105421,n21nc(c(c1NCC[C@H]2C3CCN(CC3)C(=O)C=C)C(=O)N)-c4ccc(cc4)Oc5ccccc5,,,,,,
PF-07223509,n1(ncc(c1)-c2nc3c(nc2)ccc(c3)N(CCNC(C)C)c4cc(cc(c4)OC)OC)C,,,,,,
PF-07239882,Clc1c(nc(nc1CN2CCC=C2N)O)O,,,,,,
PF-07239901,Clc1c(ccc(c1)-c2nn(cc2)C[C@@H](NC(=O)c3n[nH]c(c3)C(O)C)C)C#N,,,,,,
PF-07263896,Fc1c(cc(cc1-c2nn(cc2-c3nc(ncc3)NC[C@@H](NC(=O)OC)C)C(C)C)Cl)NS(=O)(=O)C,,,,,,
PF-07265791,Fc1c(cc(cc1)F)[C@@H]2N(CCC2)c5nc3n(ncc3NC(=O)N4C[C@H](CC4)O)cc5,,,,,,
PF-07272964,N1([C@@H](CC[C@H]1c2ccc(cc2)NC(=O)[C@H]3N(CCC3)C(=O)[C@@H](NC(=O)OC)C(C)C)c4ccc(cc4)NC(=O)[C@H]5N(CCC5)C(=O)[C@@H](NC(=O)OC)C(C)C)c6ccc(cc6)C(C)(C)C,,,,,,
PF-07292966,n1(c(nc2c1c(ccc2)C(=O)OCC3=C(OC(=O)O3)C)OCC)Cc4ccc(cc4)-c5c(cccc5)-c6noc(n6)O,,,,,,
PF-07292968,FC(F)(F)c1c(c(ccc1)F)CN2C(=C(C(=O)N(C2=O)C[C@H](NCCCC(=O)O)c3ccccc3)c4c(c(ccc4)OC)F)C,,,,,,
PF-07292969,FC(F)([C@@]2(O[C@H]1[C@@H]([C@H](C(=O)C1)CCCCCCC(=O)O)CC2)O)CCCC,,,,,,
PF-07292980,N(C)(C)c1ccc(cc1)[C@H]3C[C@]5([C@H]([C@@H]4CCC2=CC(=O)CCC2=C43)CC[C@]5(OC(=O)C)C(=O)C)C,,,,,,
PF-07292982,S(c1c(cccc1)N2CCNCC2)c3c(cc(cc3)C)C,,,,,,
PF-07292984,S[C@H]([C@H](S)C(=O)O)C(=O)O,,,,,,
PF-07292988,Clc1c(c(cc(c1)C(=O)Nc2scc(n2)-c3c(c(ccc3)[C@@H](OCCCCCC)C)OC)Cl)/C=C(\C)/C(=O)O,,,,,,
PF-07292992,ClCC/C(=C(/c1ccc(cc1)OCCO)\c2ccccc2)/c3ccccc3,,,,,,
PF-07292995,FC(F)(F)[C@H](Oc1nc(nc(c1)-c2ccc(cc2)C[C@H](N)C(=O)OCC)N)c3c(cc(cc3)Cl)-n4nc(cc4)C,,,,,,
PF-07292996,S(=O)(=O)(N(C[C@@H](OP(=O)(O)O)[C@@H](NC(=O)O[C@@H]1COCC1)Cc2ccccc2)CC(C)C)c3ccc(cc3)N,,,,,,
PF-07292997,Fc1cc(ccc1)-c2cnc(cc2)/C=C/[C@@H]4[C@@H]3[C@H](OC(=O)[C@@H]3C[C@H]5[C@H]4CC[C@H](C5)NC(=O)OCC)C,,,,,,
PF-07293002,Clc1cnc(cc1)NC(=O)c2c(ccc(c2)OC)NC(=O)c3ccc(cc3)C(=N)N(C)C,,,,,,
PF-07293016,FC(F)(F)c1cc(c(cc1)OC)N3[C@H](c2c(c(ccc2)F)N=C3N4CCN(CC4)c5cc(ccc5)OC)CC(=O)O,,,,,,
PF-07293029,FC(F)(F)c1nc(ccc1)-c2nc(nc(n2)Nc3cc(ncc3)C(F)(F)F)NCC(O)(C)C,,,,,,
PF-07293042,N([C@@H](C[C@@H](C)C(=O)OCC)Cc1ccc(cc1)-c2ccccc2)C(=O)CCC(=O)O,,,,,,
PF-07293043,Fc1c(ccc(c1)N2C[C@@H](OC2=O)COP(=O)(O)O)-c3cnc(cc3)-c4nn(nn4)C,,,,,,
PF-07293047,FC1(CC(C1)NC(=O)[C@@H](N(c2cncc(c2)F)C(=O)[C@H]3N(C(=O)CC3)c4nccc(c4)C#N)c5c(cccc5)Cl)F,,,,,,
PF-07293051,n51c7c(cc1-c2c(cc(cc2)-c3[nH]c(nc3)[C@H]4N(CCC4)C(=O)[C@@H](NC(=O)OC)C(C)C)O[C@H]5c6ccccc6)cc(cc7)-c8[nH]c(nc8)[C@H]9N(CCC9)C(=O)[C@@H](NC(=O)OC)C(C)C,,,,,,
PF-07293054,Clc1cnc(cc1)NC(=O)C(=O)N[C@@H]2[C@@H](C[C@H](CC2)C(=O)N(C)C)NC(=O)c3sc4c(n3)CCN(C4)C,,,,,,
PF-07293058,N([C@@H](CCC(=O)O)C(=O)O)C(=O)N,,,,,,
PF-07293659,FC(F)(F)c1cc(cc(c1)C(F)(F)F)[C@H](OC[C@@]3(NC[C@]2(NC(=O)CC2)CC3)c4ccccc4)C,,,,,,
PF-07293666,N(C[C@H]1[C@@H](C1)c2c3c(ccc2)OCC3)C(=O)CC,,,,,,
PF-07296555,N[C@@H](COC(=O)N)Cc1ccccc1,,,,,,
PF-07301210,Clc1c(cccc1)[C@@H](OC(=O)N)Cn2nncn2,,,,,,
PF-07306627,C[C@H]1CC[C@H](N1C(=O)[C@H](C(C)C)NC(=O)OC)c2[nH]c3c(n2)ccc4c3cc6c(c4)-c5ccc(cc5CO6)-c7cnc([nH]7)[C@@H]8C[C@@H](CN8C(=O)[C@@H](c9ccccc9)NC(=O)OC)COC,,,,,,
PNU-0084911,Fc1cc2c(cc1)C(=O)C(=CN2C)S(=O)C,,,,,,
RS-006775,N1OC[C@H](C1=O)N,,,,,,
RS-051398,S(=O)(=O)(c1ccc(cc1)NCS(=O)O)c2ccc(cc2)NCS(=O)O,,,,,,
RS-091738,[N+]2(=C(c1c(ccc(c1)Cl)N=C(C2)NC)c3ccccc3)[O-].Cl,,,,,,
RS-248667,[C@@]76([C@H]1[C@@H]([C@@]2([C@H](CC1)C[C@H](CC2)O[C@H]3C[C@@H]([C@@H]([C@H](O3)C)O[C@H]4C[C@@H]([C@@H]([C@H](O4)C)O[C@H]5C[C@@H]([C@@H]([C@H](O5)C)O)OC(=O)C)O)O)C)CC[C@@]6([C@H](CC7)C8=CC(=O)OC8)C)O,,,,,,
RS-291179,O[C@@H]4[C@@]1([C@H]([C@H]3[C@H](CC1)c2c(cc(cc2)OC(=O)C)CC3)CC4)C,,,,,,
RS-292564,F[C@H]3C[C@@H]1[C@H]([C@H](C[C@]2([C@H]1CC[C@]2(O)C(=O)CO)C)O)[C@@]4(C3=CC(=O)C=C4)C,,,,,,
RS-350179,O(CC)C(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC,,,,,,
VC-000054920,N1([C@H](CNC2=C1C(=O)NC(=N2)N)CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C,,,,,,
VC-000055307,N1[C@H](CNC2=C1C(=O)NC(=N2)N)[C@@H](O)[C@@H](O)C,,,,,,
