pf_id,smiles,hfu_p_mod,hfu_p_num,measure_comm,hbp_mod,hbp_num,blood2plasm_comm
PF-00344645,[N+](=O)([O-])c1c(cc2c(c1)N[C@H](CC2)CNC(C)C)CO,,,,,,
PF-00344648,O=C4CC[C@@]3([C@@H]2[C@H]([C@H]1[C@@]([C@H](CC1)C(=O)C)(CC2)C)CCC3=C4)C,,,,,,
PF-00344651,N1C(=O)NC(=O)C(C1=O)([C@H](CCC)C)CC=C,,,,,,
PF-00344653,N([C@@H](Cc1ccccc1)C)(CC#C)C,,,,,,
PF-00344654,O1[C@@H](C[C@H](CC1=O)O)CC[C@@H]3[C@H]2[C@H](C[C@H](C=C2C=C[C@@H]3C)C)OC(=O)C(CC)(C)C,,,Poor Stability,=,0.535,
PF-00344658,S(=O)(=O)(Nc1ncccc1)c2ccc(cc2)\N=N\c3cc(c(cc3)O)C(=O)O,,,,,,
PF-00344659,N(C[C@H](O)c1cc(cc(c1)O)O)C(C)(C)C,,,,,,
PF-00344660,c41c3c(c(c2c1c(c(c(c2O)NC(=O)C(=CC=C[C@@H]([C@@H]([C@H]([C@H]([C@H]([C@@H]([C@@H]([C@H](C=CO[C@@](O3)(C4=O)C)OC)C)OC(=O)C)C)O)C)O)C)C)\C=N/N5CCN(CC5)C)O)O)C,,,Low recovery in experiment,=,0.61,
PF-00344661,Sc1nc(nc2nc[nH]c21)N,,,,,,
PF-00344662,N([C@H]4[C@H]3[C@](C(=C2[C@@H]([C@@](c1c(c(ccc1)O)C2=O)(O)C)C3)O)(C(=O)C(=C4O)C(=O)N)O)(C)C,,,,,,
PF-00344665,S(=O)(=O)(N(C)C)c1cc/3c(cc1)Sc2c(cccc2)\C3=C\CCN4CCN(CC4)C,,,,,,
PF-00344669,FC(F)(F)c1cc3c(cc1)Sc2c(cccc2)N3CCCN(C)C,,,,,,
PF-00344672,N1(CCCC1)C/C=C(/c2ncccc2)\c3ccc(cc3)C,,,,,,
PF-00344676,N(O)C(=O)C,,,,,,
PF-00344679,Clc1ccc(cc1)C(=O)c2n(c(cc2C)CC(=O)O)C,,,,,,
PF-00344680,S(CCC)c2cc1nc([nH]c1cc2)NC(=O)OC,,,,,,
PF-00344681,[nH]1ncc2c1ncnc2O,,,,,,
PF-00344682,Nc1cc(c(cc1)C(=O)O)O,,,,,,
PF-00344689,[N+](=O)([O-])c1ncn(c1Sc2ncnc3[nH]cnc32)C,,,,,,
PF-00344691,[N+](C[C@H](OC(=O)N)C)(C)(C)C,,,,,,
PF-00344700,ClCCN([P@@]1(=O)NCCCO1)CCCl,,,,,,
PF-00344701,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)C3(CCCCC3)N,,,,,,
PF-00344706,O2c1c(cccc1)C(=C(C2=O)CC4=C(c3c(cccc3)OC4=O)O)O,,,,,,
PF-00344709,S(=O)(=O)(N)c1sc2c(n1)ccc(c2)OCC,,,,,,
PF-00344710,N([C@H](CO)CC)CCN[C@H](CO)CC,,,,,,
PF-00344711,S=C(N)c1cc(ncc1)CC,,,,,,
PF-00344713,[N+](=O)([O-])c1oc(cc1)\C=N\N2CCOC2=O,,,,,,
PF-00344715,FC1=CNC(=O)N=C1N,,,,,,
PF-00344720,[N+](=O)([O-])O[C@@H]2[C@H]1OC[C@H]([C@H]1OC2)O[N+](=O)[O-],,,,,,
PF-00344723,Clc1c(c(ccc1C)Cl)Nc2c(cccc2)C(=O)O,,,,,,
PF-00344724,S(=O)(=O)(N)C1=NN(/C(=N\C(=O)C)/S1)C,,,,,,
PF-00344726,N32CN1CN(CN(C1)C2)C3,,,,,,
PF-00344728,Clc1c(cc2c(c1)N[C@H](N(C2=O)c3c(cccc3)C)C)S(=O)(=O)N,,,,,,
PF-00344729,N2(c1nc(ccc1C(=O)C(=C2)C(=O)O)C)CC,,,,,,
PF-00344730,N[C@](Cc1ccc(cc1)O)(C)C(=O)O,,,,,,
PF-00344731,ClC[C@@H]2N(S(=O)(=O)c1c(cc(c(c1)S(=O)(=O)N)Cl)N2)C,,,,,,
PF-00344732,N([C@H]4[C@H]1[C@](C(=C3[C@H](C1)Cc2c(c(ccc2N(C)C)O)C3=O)O)(C(=O)C(=C4O)C(=O)N)O)(C)C,,,,,,
PF-00344735,N(C[C@H](O)COc1c(cccc1)C2CCCC2)C(C)(C)C,,,,,,
PF-00344737,SC([C@@H](N)C(=O)O)(C)C,,,,,,
PF-00344741,O=C1C(C(=O)c2c1cccc2)c3ccccc3,,,,,,
PF-00344742,N1(CCCC1)CC[C@](O)(C2CCCCC2)c3ccccc3,,,,,,
PF-00344743,NC(=O)c1nccnc1,,,,,,
PF-00344748,S(=O)(=O)(Nc1ncccc1)c2ccc(cc2)N,,,,,,
PF-00344750,s1c(ccc1)C(=O)c2ccc(cc2)[C@H](C)C(=O)O,,,,,,
PF-00344752,Clc1cc2c(cc1)N(C(=O)[C@H](N=C2c3ccccc3)O)C,,,,,,
PF-00344755,s1cnc(c1)-c2[nH]c3c(n2)cccc3,,,,,,
PF-00344757,N(CCNCCN)CCN,,,,,,
PF-00344768,Clc1c(cc2c(c1)N=C(NS2(=O)=O)CSCc3ccccc3)S(=O)(=O)N,,,,,,
PF-00344770,Clc1ccc(cc1)[C@H](OCCN(C)C)c2ncccc2,,,,,,
PF-00344771,S1[C@H]2N(C(=C(C1)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@H](N)c3ccc(cc3)O,,,,,,
PF-00344773,ClC(=C(c1ccc(cc1)OC)c2ccc(cc2)OC)c3ccc(cc3)OC,,,,,,
PF-00344777,Clc2cc1nc(oc1cc2)O,,,,,,
PF-00344785,n1(cnc2c1C(=O)N(C(=O)N2C)C)C[C@H](O)CO,,,,,,
PF-00344789,O[C@H](COc1c(cccc1)OC)CO,,,,,,
PF-00344791,N(C[C@@H]1OC2(OC1)CCCCC2)C(=N)N,,,,,,
PF-00344801,Clc1ccc(cc1)[C@H](N2CCN(CC2)Cc3cc(ccc3)C)c4ccccc4,,,,,,
PF-00344802,O=C2c1c(cccc1)C(=O)C=C2C,,,,,,
PF-00344803,N1(C(=O)[C@](CC1=O)(C)c2ccccc2)C,,,,,,
PF-00344804,S2c1c(cccc1)N(c3c2cccc3)C[C@@H]4CN(CC4)C,,,,,,
PF-00344805,N[C@](Cc1cc(c(cc1)O)O)(C)C(=O)O,,,,,,
PF-00344806,O[C@]4([C@@]3([C@H]([C@H]2[C@@H]([C@@]1(C(=CC(=O)C=C1)CC2)C)C(=O)C3)C[C@@H]4C)C)C(=O)CO,,,,,,
PF-00344807,n1cc(ccc1)C(C)(C)C(=O)c2cnccc2,,,,,,
PF-00344808,ClC(Cl)[C@H](c1c(cccc1)Cl)c2ccc(cc2)Cl,,,,,,
PF-00344811,Fc1c(cc2c(c1)C(=O)C(=CN2CC)C(=O)O)N3CCNCC3,,,,,,
PF-00344812,[N+](=O)([O-])c1oc(cc1)/C=N/N2CC(=O)NC2=O,,,,,,
PF-00344813,N(CCO[C@H](c1c(cccc1)C)c2ccccc2)(C)C,,,,,,
PF-00344816,N(CCc1ccccc1)C(=N)NC(=N)N,,,,,,
PF-00344817,S(C[C@H]1CN([C@H]3[C@H](C1)c4c2c([nH]cc2C3)ccc4)CCC)C,,,,,,
PF-00344818,O2c1c(cccc1)C(=C(C2=O)[C@H](CC)c3ccccc3)O,,,,,,
PF-00344819,O=C2c1c(cccc1)C(=O)C(=C2C\C=C(\CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)/C)C,,,,,,
PF-00344821,N1(C(=O)[C@H](CC1=O)c2ccccc2)C,,,,,,
PF-00344823,FC(F)(F)CSC[C@@H]2N(S(=O)(=O)c1c(cc(c(c1)S(=O)(=O)N)Cl)N2)C,,,,,,
PF-00344825,S(C(Sc1cc(c(c(c1)C(C)(C)C)O)C(C)(C)C)(C)C)c2cc(c(c(c2)C(C)(C)C)O)C(C)(C)C,,,,,,
PF-00344827,N(CCCC2c1c(cccc1)C=Cc3c2cccc3)C,,,,,,
PF-00344829,Clc1c(cc2c(c1)N[C@H](NC2=O)CC)S(=O)(=O)N,,,,,,
PF-00344830,Fc1cc3c(cc1)/C(=C\c2ccc(cc2)[S@](=O)C)/C(=C3CC(=O)O)C,,,,,,
PF-00344831,S(=O)(=O)(Nc1nc(ccn1)C)c2ccc(cc2)N,,,,,,
PF-00344833,S(=O)(=O)(NC(=O)NN1CCCCCC1)c2ccc(cc2)C,,,,,,
PF-00344835,n1(c(ccc1C(=O)c2ccc(cc2)C)CC(=O)O)C,,,,,,
PF-00344836,ClC(Cl)[C@@H]2NS(=O)(=O)c1c(cc(c(c1)S(=O)(=O)N)Cl)N2,,,,,,
PF-00344840,S2c1c(cccc1)N(c3c2cccc3)C[C@H](CN(C)C)C,,,,,,
PF-00344842,O[C@@H]1[C@@H]3[C@@H]([C@@]2([C@H](C1)C[C@@H](CC2)O)C)CC[C@]4([C@H]3CC[C@@H]4[C@@H](CCC(=O)O)C)C,,,,,,
PF-00344843,N(C[C@H](O)COc1c(cc(cc1)NC(=O)CCC)C(=O)C)C(C)C,,,,,,
PF-00344845,S(=O)(=O)(NC(=O)NC1CCCCC1)c2ccc(cc2)C(=O)C,,,,,,
PF-00344849,S2c1c(cc(cc1)C(=O)C)N(c3c2cccc3)CCCN4CCN(CC4)CCO,,,,,,
PF-00344853,FC(F)(F)c1c(cc2c(c1)N[C@H](NS2(=O)=O)Cc3ccccc3)S(=O)(=O)N,,,,,,
PF-00344855,N4(CCC(=C2c1ncccc1CCc3c2cccc3)CC4)C,,,,,,
PF-00344859,S1[C@H]2N(C(=C(C1)\C=C\C)C(=O)O)C(=O)[C@H]2NC(=O)[C@H](N)c3ccc(cc3)O,,,,,,
PF-00344863,N1(N=C(C(=O)c2c1cc3c(c2)OCO3)C(=O)O)CC,,,,,,
PF-00344864,Clc1c(cc(cc1)[C@@]2(NC(=O)c3c2cccc3)O)S(=O)(=O)N,,,,=,22.1,
PF-00344865,[N+]21(CC(C(CC1)CC2)OC(=O)C(O)(c3ccccc3)c4ccccc4)C,,,,,,
PF-00344868,N(CCC=C2c1c(cccc1)C=Cc3c2cccc3)(C)C,,,,,,
PF-00344870,n1oc5c(c1)C[C@@]4([C@@H]3[C@H]([C@H]2[C@@]([C@](CC2)(O)C#C)(CC3)C)CCC4=C5)C,,,,,,
PF-00344876,N1(CCN(CC1)C(=O)N(CC)CC)C,,,,,,
PF-00344879,N1(CCC(CC1)OC(c2ccccc2)c3ccccc3)C,,,,,,
PF-00344883,[nH]1c4c3c(c1)C[C@H]2N(C[C@@H](C=C2c3ccc4)C(=O)N[C@@]8(O[C@@]5(N([C@H](C(=O)N6[C@H]5CCC6)Cc7ccccc7)C8=O)O)C)C,,,,,,
PF-00344885,[N+](=O)([O-])c1c(cc(cc1)NC(=O)C(C)C)C(F)(F)F,,,,,,
PF-00344892,N(NC(=O)c1noc(c1)C)Cc2ccccc2,,,,,,
PF-00344894,Ic1c(c(cc(c1)C[C@H](N)C(=O)O)I)Oc2cc(c(cc2)O)I,,,,,,
PF-00344897,S(=O)(C)c1cc3c(cc1)Sc2c(cccc2)N3CCC4N(CCCC4)C,,,,,,
PF-00344902,Nc1nc(ccc1\N=N\c2ccccc2)N,,,,,,
PF-00344904,Fc1c(c3c2c(c1)C(=O)C(=CN2[C@H](CO3)C)C(=O)O)N4CCN(CC4)C,,,,,,
PF-00344905,N1(N(C(=O)C(C1=O)CCCC)c2ccccc2)c3ccccc3,,,,,,
PF-00344911,S2c1c(cc(cc1)C(=O)C)N(c3c2cccc3)CCCN4CCC(CC4)CCO,,,,,,
PF-00344912,O[C@@]5([C@@]1([C@H]([C@H]4[C@H](CC1)c2c(cc(cc2)OC3CCCC3)CC4)CC5)C)C#C,,,,,,
PF-00344914,S(=O)(=O)(Nc1ncccn1)c2ccc(cc2)N,,,,,,
PF-00344920,N1(C(=O)OC(C1=O)(C)C)C,,,,,,
PF-00344926,N1C(=O)[C@](CCC1=O)(CC)c2ccc(cc2)N,,,,,,
PF-00344974,Clc1cc/3c(cc1)Sc2c(cccc2)\C3=C\CCN(C)C,,,,,,
PF-00344976,S1[C@H]2N(C(=C(C1)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@H](N)c3ccccc3,,,,,,
PF-00344977,Clc1ccc(cc1)[C@@](OCC[C@@H]2N(CCC2)C)(C)c3ccccc3,,,,,,
PF-00344979,Clc1c4c(c(cc1)O)C(=O)C3=C([C@]2([C@H]([C@@H](C(=C(C2=O)C(=O)N)O)N(C)C)C[C@@H]3[C@@H]4O)O)O,,,,,,
PF-00344981,Clc1c(cc(cc1S(=O)(=O)N)S(=O)(=O)N)Cl,,,,,,
PF-00344984,N(CCO[C@](C)(c1ncccc1)c2ccccc2)(C)C,,,,,,
PF-00344987,O[C@@H]4[C@@]1([C@H]([C@H]3[C@H](CC1)c2c(cc(cc2)O)CC3)CC4)C,,,No detectable peaks in buffer samples,,,
PF-00344988,N1C(=O)[C@](CC1=O)(CC)C,,,,,,
PF-00344991,OC(=O)\C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,,,,,,
PF-00344992,N1[C@H](C(=O)N(C1=O)CC)c2ccccc2,,,,,,
PF-00344995,N1([C@H](CNc2nc(nc(c21)O)N)CNc3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C=O,,,,,,
PF-00344997,Ic1c(c(cc(c1)C[C@H](N)C(=O)O)I)Oc2cc(c(c(c2)I)O)I,,,,,,
PF-00345003,[N+]1(C[C@H](CCC1)OC(=O)C(O)(c2ccccc2)c3ccccc3)(C)C,,,,,,
PF-00345005,O([C@]4([C@@]3([C@H]([C@H]2[C@@H]([C@]1(CCC(=O)C=C1[C@H](C2)C)C)CC3)CC4)C)C(=O)C)C(=O)C,,,,,,
PF-00345008,N(C[C@H](O)c1cc(cc(c1)O)O)C(C)C,,,,,,
PF-00345009,NC(=O)OC[C@H](O)COc1c(cccc1)OC,,,,,,
PF-00345011,O[C@@]4([C@@]1([C@H]([C@H]3[C@H](CC1)c2c(cc(cc2)OC)CC3)CC4)C)C#C,,,,,,
PF-00345015,N1([C@@H](CCC1)c2cnccc2)C,,,Poor analytical sensitivityPoor analytical sensitivity,=,1.11,
PF-00345017,N(C)(C)c1nc(nc(n1)N(C)C)N(C)C,,,,,,
PF-00345019,N1(N(C(=O)[C@H](C1=O)CCCC)c2ccccc2)c3ccc(cc3)O,,,,,,
PF-00345020,NCCCCCC(=O)O,,,,,,
PF-00345025,Clc1ccc(cc1)S(=O)(=O)NC(=O)NCCC,,,,,,
PF-00345028,n1(cncc1C[C@@H]2[C@@H](C(=O)OC2)CC)C,,,,,,
PF-00345037,S(SC(=S)N(CC)CC)C(=S)N(CC)CC,,,,,,
PF-00345040,[nH]1c3c(c2c1[C@](OCC2)(CC)CC(=O)O)cccc3CC,,,,,,
PF-00345043,NCC1(CCCCC1)CC(=O)O,,,Poor analytical sensitivity,,,Poor analytical sensitivity
PF-00345047,N(N)c1nncc2c1cccc2,,,,,,
PF-00345052,S([C@H]1O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)[C@H](NC(=O)[C@H]2N(C[C@@H](C2)CCC)C)[C@H](O)C)C,,,,=,0.61,
PF-00345054,ClCCN(CCCl)c1ccc(cc1)C[C@H](N)C(=O)O,,,,,,
PF-00345055,N1[C@](C(=O)N(C1=O)C)(CC)c2ccccc2,,,,,,
PF-00345064,N(C[C@H](O)COc1c2c(ccc1)C[C@H]([C@H](C2)O)O)C(C)(C)C,,,,,,
PF-00345071,N(C[C@H](O)c1cc(ccc1)O)C,,,,,,
PF-00345072,N([C@H](C(C)(C)C)C)\C(=N\C#N)\Nc1ccncc1,,,,,,
PF-00345074,N(N)CCc1ccccc1,,,Poor Stability,,,
PF-00345077,N1CCNCC1,,,,,,
PF-00345078,N41[C@H](CN(CC1=O)C(=O)C2CCCCC2)c3c(cccc3)CC4,,,,,,
PF-00345079,N1CNC(=O)C(C1=O)(CC)c2ccccc2,,,,,,
PF-00345080,[n+]1(cc(ccc1)OC(=O)N(C)C)C,,,,,,Poor analytical sensitivity
PF-00345081,n1c(c(c(c(c1)CO)CO)O)C,,,,,,
PF-00345085,S(=O)(=O)(Nc1sc(nn1)C)c2ccc(cc2)N,,,,,,
PF-00345087,[S@](=O)(CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3)c4ccccc4,,,,,,
PF-00345090,N1(CCCCC1)CC[C@](O)(C2CCCCC2)c3ccccc3,,,,,,
PF-00345091,o1c2c(cc1C)cc3c(c2C)OC(=O)C=C3C,,,,,,
PF-00345098,N1([C@H]3[C@H]([C@@](CC1)(c2c(ccc(c2)O)C3)C)C)CC=C(C)C,,,,,,
PF-00345108,[N+](CC(=O)O)(C)(C)C,,,,,,
PF-00345111,N(N)[C@](Cc1cc(c(cc1)O)O)(C)C(=O)O,,,,,,
PF-00345116,Clc1ccc(cc1)OC(C)(C)C(=O)OCC,,,,,,
PF-00345128,[N+](C(C)C)(C(C)C)(CCC(c1ccccc1)(c2ccccc2)C(=O)N)C,,,,,,
PF-00345131,S2c1c(cc(cc1)NC(=O)OCC)N(c3c2cccc3)C(=O)CCN4CCOCC4,,,,,,
PF-00345133,O[C@@]4([C@@]1([C@H]([C@H]2[C@H](CC1)C3=C(CC2)CC(=O)CC3)CC4)C)C#C,,,,,,
PF-00345138,F[C@H]3C[C@@H]1[C@H]([C@H](C[C@]2([C@H]1C[C@H]([C@]2(O)C(=O)COC(=O)C)C)C)O)[C@@]4(C3=CC(=O)C=C4)C,,,,,,
PF-00345139,N1(C(=O)O[C@](C1=O)(CC)C)C,,,,,,
PF-00345140,N(C(=O)N)C(=O)Cc1ccccc1,,,,,,
PF-00345147,N(NC)Cc1ccc(cc1)C(=O)NC(C)C,,,,,,
PF-00345149,[N+](C(C)C)(C(C)C)(CCOC(=O)C2c1c(cccc1)Oc3c2cccc3)C,,,,,,
PF-00345150,S(=O)(=O)(Nc1ncnc(c1OC)OC)c2ccc(cc2)N,,,,,,
PF-00345151,S(=O)(=O)(Nc1nc(nc(c1)OC)OC)c2ccc(cc2)N,,,,,,
PF-00345156,N[C@H](C)C(=O)Nc1c(cccc1C)C,,,,,,
PF-00345157,FC(F)(F)C1=CN(C(=O)NC1=O)[C@@H]2O[C@@H]([C@H](C2)O)CO,,,,,,
PF-00345159,N(CCOc1ccc(cc1)CNC(=O)c2cc(c(c(c2)OC)OC)OC)(C)C,,,,,,
PF-00345160,ClCCN(CCCl)C1=CNC(=O)NC1=O,,,,,,
PF-00345161,OC(=O)C(CCC)CCC,,,,,,
PF-00345166,Brc1ccc(cc1)[C@H](OCCN(C)C)c2ccccc2,,,,,,
PF-00345185,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@H](N)c3ccccc3,,,,,,
PF-00345190,O(c1c(cccc1)C(=O)O)C(=O)C,,,,,,
PF-00345191,S1[C@H]2N([C@H](C1(C)C)C(=O)O[C@@H](OC(=O)OCC)C)C(=O)[C@H]2NC(=O)[C@H](N)c3ccccc3,,,,,,
PF-00345213,Brc1ccc(cc1)[C@H](CCN(C)C)c2ncccc2,,,,,,
PF-00345223,O=C4CC[C@]3([C@@H]2[C@H]([C@H]1[C@@]([C@H](CC1)C(=O)C)(CC2)C)C=CC3=C4)C,,,,,,
PF-00345228,S2c1c(cccc1)N(c3c2cccc3)C[C@H](N(CC)CC)C,,,,,,
PF-00345230,O([C@@]4([C@@]3([C@H]([C@H]2[C@@H]([C@H]1CC[C@@H](C=C1CC2)OC(=O)C)CC3)CC4)C)C#C)C(=O)C,,,,,,
PF-00345234,F[C@]32[C@H]([C@H]1[C@@]([C@@](CC1)(O)C(=O)COC(=O)C)(C[C@@H]2O)C)CCC4=CC(=O)CC[C@@]43C,,,,,,
PF-00345245,S1[C@H]2N([C@H](C1(C)C)C(=O)O)C(=O)[C@H]2N3C(N[C@@H](C3=O)c4ccccc4)(C)C,,,,,,
PF-00345246,Clc1ccc(cc1)[C@H](N2CCN(CC2)CCOCCO)c3ccccc3,,,,,,
PF-00345259,N21[C@H](O/C(=C\CO)/[C@@H]1C(=O)O)CC2=O,,,,,,
PF-00345263,Clc1c(cccc1)-c2noc(c2C(=O)N[C@H]4[C@H]3SC([C@@H](N3C4=O)C(=O)O)(C)C)C,,,,,,
PF-00345271,Clc1c(c(ccc1)Cl)-c2noc(c2C(=O)N[C@H]4[C@H]3SC([C@@H](N3C4=O)C(=O)O)(C)C)C,,,,,,
PF-00345282,S1CCN2C[C@@H](N=C21)c3ccccc3,,,,,,
PF-00345284,[N+](C[C@H](O)CC(=O)[O-])(C)(C)C,,,,,,
PF-00345288,N(C[C@@H]([C@](OC(=O)CC)(Cc1ccccc1)c2ccccc2)C)(C)C,,,,,,
PF-00345292,[N+](CCOC(=O)C2c1c(cccc1)Oc3c2cccc3)(CC)(CC)C,,,,,,
PF-00345293,O1[C@@H](C[C@H](CC1=O)O)CC[C@@H]3[C@H]2[C@H](C[C@H](C=C2C=C[C@@H]3C)C)OC(=O)[C@H](CC)C,,,No detectable peaks in buffer samples,,,
PF-00345294,[N+]2([C@@H]3[C@@H]1O[C@@H]1[C@H]2C[C@H](C3)OC(=O)[C@H](CO)c4ccccc4)(C)C,,,,,,
PF-00345295,[nH]1c4c3c(c1)C[C@H]2N(C[C@@H](C=C2c3ccc4)C(=O)N[C@H](CO)CC)C,,,,,,
PF-00345325,S2c1c(cc(cc1)SCC)N(c3c2cccc3)CCCN4CCN(CC4)C,,,,,,
PF-00345335,SC[C@H](NC(=O)C)C(=O)O,,,,,,
PF-00345338,Clc1cc3c(cc1)-n2c(nnc2C)CN=C3c4ccccc4,,,,,,
PF-00345340,N1(CCC(CC1)(c2ccccc2)C(=O)OCC)CCc3ccc(cc3)N,,,,,,
PF-00345343,N(C[C@H](O)COc1ccc(cc1)CCOCC2CC2)C(C)C,,,,,,
PF-00345348,S1[C@H]2N(C(=C(C1)C)C(=O)O)C(=O)[C@H]2NC(=O)[C@H](N)C3=CCC=CC3,,,,,,
PF-00345351,Clc2cc1nccc(c1cc2)N[C@H](CCCN(CC)CC)C,,,,=,3.599889569,                        Compound not at equilibrium                                                                                                                                                                                                                                                                                                                                                                  Positive control failure                   Positive control failure                                                                     Experiment failure at T=3h                                  Disparate replicates at T3 only                                
PF-00345352,[N+](=O)([O-])c1cc2c(cc1)NC(=O)CN=C2c3c(cccc3)Cl,,,,,,
PF-00345354,Clc1cc2c(cc1)NC(=O)[C@H](N=C2c3ccccc3)C(=O)O,,,,,,
PF-00345355,N5([C@H]3[C@H]4[C@@]1([C@@H](Oc2c1c(ccc2OC)C3)[C@H](C=C4)O)CC5)C,,,,,,
PF-00345361,N[C@H](Cc1ccccc1)C,,,,,,
PF-00345362,N5([C@H]3[C@H]4[C@@]1([C@@H](Oc2c1c(ccc2OC)C3)[C@H](CC4)O)CC5)C,,,,,,
PF-00345367,FC(F)(F)CN2c1c(cc(cc1)Cl)C(=NCC2=O)c3ccccc3,,,,,,
PF-00345368,N5([C@H]3[C@H]4[C@@]1([C@@H](Oc2c1c(ccc2OC)C3)C(=O)CC4)CC5)C,,,,,,
PF-00345371,N([C@@H](CC([C@@H](OC(=O)C)CC)(c1ccccc1)c2ccccc2)C)(C)C,,,,,,
PF-00345372,N1([C@H]4[C@H]2[C@](CC1)(CCCC2)c3c(ccc(c3)O)C4)C,,,,,,
PF-00345374,Clc1ccc(cc1)[C@@]3(N2CCN=C2c4c3cccc4)O,,,,,,
PF-00345376,N1(CCC(CC1)(c2ccccc2)C(=O)OCC)C,,,,,,
PF-00345377,NC(=O)OCC(COC(=O)N)(CCC)C,,,,,,
PF-00345379,Sc1ncnc2nc[nH]c21,,,,,,
PF-00345380,Nc1cc(c(cc1)O)C(=O)O,,,,,,
PF-00345381,N([C@H](Cc1ccccc1)C)C,,,,,,
PF-00345387,N5([C@H]3[C@H]4[C@@]1([C@@H](Oc2c1c(ccc2O)C3)[C@H](C=C4)O)CC5)C,,,,,,
PF-00345393,Clc1cc2c(cc1)NC(=O)[C@H](N=C2c3ccccc3)O,,,,,,
PF-00345398,N1[C@H]([C@H](OCC1)c2ccccc2)C,,,,,,
PF-00345401,NC(Cc1ccccc1)(C)C,,,,,,
PF-00345406,N2([C@@H](Cc1c(cccc1)C2)C(=O)O)C(=O)[C@H](N[C@@H](CCc3ccccc3)C(=O)OCC)C,,,,,,
PF-00345418,N1(CCC(CC1)(c2ccccc2)C(=O)OCC)CCC(c3ccccc3)(c4ccccc4)C#N,,,,,,
PF-00345424,N1C(=O)[C@](CCC1=O)(CC)c2ccccc2,,,,,,
PF-00345426,N5([C@H]3[C@H]4[C@@]1([C@@H](Oc2c1c(ccc2O)C3)C(=O)CC4)CC5)C,,,,,,
PF-00345430,N1(C=CC(=NC1=O)N)[C@@H]2O[C@H](CC2)CO,,,Poor analytical sensitivity,,,
PF-00345439,N5([C@H]3[C@]4([C@@]1([C@@H](Oc2c1c(ccc2OC)C3)C(=O)CC4)CC5)O)C,,,,,,
PF-00345441,Clc1cc2c(cc1)N(C(=O)CN=C2c3ccccc3)CC4CC4,,,,,,
PF-00345447,FC(F)(F)CN2c1c(cc(cc1)Cl)C(=NCC2=S)c3c(cccc3)F,,,,,,
PF-00345452,S(=O)(=O)(Nc1sccn1)c2ccc(cc2)N,,,,,,
PF-00345457,Clc1c(cccc1)C3=NCc2n(c(nn2)C)-c4c3cc(cc4)Cl,,,,,,
PF-00345466,S(=O)(=O)(Nc1ccc(cc1)[C@H](O)CNC(C)C)C,,,,,,
PF-00345480,n31c(nc(c1CC(=O)N(C)C)-c2ccc(cc2)C)ccc(c3)C,,,,,,
PF-00345484,NCC(=O)CCC(=O)O,,,,,,
PF-00345488,[N+]1([C@@H]2C[C@@H](C[C@H]1CC2)OC(=O)C(CCC)CCC)(C)C,,,,,,
PF-00345490,S(=O)(=O)(OCCCCOS(=O)(=O)C)C,,,,,,
PF-00345493,C1CCC(=C(C1(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C2=C(CCCC2(C)C)C)/C)/C)C,,,,,,
PF-00345496,Clc1c(cccc1)[C@](O)(CCN(C)C)c2ccccc2,,,,,,
PF-00345498,O[C@H]1[C@@H]3[C@@H]([C@@]2([C@H](C1)C[C@@H](CC2)O)C)CC[C@]4([C@H]3CC[C@@H]4[C@@H](CCC(=O)O)C)C,,,,,,
PF-00345499,O4c1c(c(ccc1)OCC(O)COc2c3c(ccc2)OC(=CC3=O)C(=O)O)C(=O)C=C4C(=O)O,,,,,,
PF-00345500,N1(CCCCC1)CCCC(O)(c2ccccc2)c3ccccc3,,,,,,
PF-00345502,NC(=O)OCC(COC(=O)N)c1ccccc1,,,,,,
PF-00345504,P(=O)(O)(O)[C@@H]1O[C@@H]1C,,,,,,
PF-00345505,Clc1ccc(cc1)C(=O)c2ccc(cc2)OC(C)(C)C(=O)OC(C)C,,,,,,
PF-00345506,O[C@H]3CCC(=C)/C(=C\C=C/2\[C@H]1[C@@]([C@H](CC1)[C@H](C)/C=C/[C@@H](C(C)C)C)(CCC2)C)/C3,,,,,,
PF-00345507,N1(CCCCC1)CCOC(=O)c2c3c(ccc2)C(=O)C(=C(O3)c4ccccc4)C,,,,,,
PF-00345511,[C@H]73[C@]1([C@H](OCC1=CC=C[C@@H]([C@@H](C(=CC[C@H]4O[C@]2(O[C@@H]([C@H](CC2)C)[C@H](CC)C)C[C@@H](OC3=O)C4)C)O[C@@H]5O[C@H]([C@@H]([C@H](C5)OC)O[C@@H]6O[C@H]([C@@H]([C@H](C6)OC)O)C)C)C)[C@@H](C(=C7)C)O)O,,,,,,
